Time;Concentration
1.882875855699784E8;0.4496475969411632
1.883875855699784E8;0.45031386593991446
1.884875855699784E8;0.4509803052082047
1.885875855699784E8;0.4516469139180363
1.886875855699784E8;0.45231369124234
1.887875855699784E8;0.4529806363549767
1.888875855699784E8;0.45364774843073796
1.889875855699784E8;0.4543150266453473
1.890875855699784E8;0.45498247017546106
1.891875855699784E8;0.45565007819867004
1.892875855699784E8;0.45631784989350005
1.893875855699784E8;0.4569857844394129
1.894875855699784E8;0.45765388101680793
1.895875855699784E8;0.45832213880702277
1.896875855699784E8;0.45899055699233415
1.897875855699784E8;0.4596591347559592
1.898875855699784E8;0.4603278712820564
1.899875855699784E8;0.46099676575572646
1.900875855699784E8;0.46166581736301343
1.901875855699784E8;0.46233502529090575
1.902875855699784E8;0.463004388727337
1.903875855699784E8;0.46367390686118687
1.904875855699784E8;0.46434357888228206
1.905875855699784E8;0.4650134039813976
1.906875855699784E8;0.46568338135025744
1.907875855699784E8;0.46635351018153526
1.908875855699784E8;0.4670237896688557
1.909875855699784E8;0.4676942190067952
1.910875855699784E8;0.4683647973908824
1.911875855699784E8;0.4690355240175998
1.912875855699784E8;0.469706398084384
1.913875855699784E8;0.47037741878962713
1.914875855699784E8;0.47104858533267696
1.915875855699784E8;0.47171989691383825
1.916875855699784E8;0.47239135273437366
1.917875855699784E8;0.47306295199650433
1.918875855699784E8;0.47373469390341055
1.919875855699784E8;0.474406577659233
1.920875855699784E8;0.4750786024690732
1.921875855699784E8;0.4757507675389945
1.922875855699784E8;0.4764230720760227
1.923875855699784E8;0.477095515288147
1.924875855699784E8;0.47776809638432033
1.925875855699784E8;0.47844081457446086
1.926875855699784E8;0.4791136690694521
1.927875855699784E8;0.47978665908114376
1.928875855699784E8;0.4804597838223527
1.929875855699784E8;0.4811330425068634
1.930875855699784E8;0.4818064343494288
1.931875855699784E8;0.48247995856577097
1.932875855699784E8;0.4831536143725817
1.933875855699784E8;0.48382740098752347
1.934875855699784E8;0.4845013176292298
1.935875855699784E8;0.4851753635173062
1.936875855699784E8;0.4858495378723304
1.937875855699784E8;0.48652383991585335
1.938875855699784E8;0.48719826887039996
1.939875855699784E8;0.4878728239594695
1.940875855699784E8;0.4885475044075362
1.941875855699784E8;0.4892223094400499
1.942875855699784E8;0.4898972382834368
1.943875855699784E8;0.49057229016509973
1.944875855699784E8;0.49124746431341937
1.945875855699784E8;0.4919227599577541
1.946875855699784E8;0.492598176328441
1.947875855699784E8;0.4932737126567963
1.948875855699784E8;0.4939493681751161
1.949875855699784E8;0.49462514211667635
1.950875855699784E8;0.4953010337157343
1.951875855699784E8;0.49597704220752825
1.952875855699784E8;0.4966531668282785
1.953875855699784E8;0.49732940681518767
1.954875855699784E8;0.49800576140644126
1.955875855699784E8;0.49868222984120825
1.956875855699784E8;0.49935881135964155
1.957875855699784E8;0.5000355052028784
1.958875855699784E8;0.5007123106130408
1.959875855699784E8;0.5013892268332361
1.960875855699784E8;0.5020662531075574
1.961875855699784E8;0.5027433886810843
1.962875855699784E8;0.503420632799883
1.963875855699784E8;0.5040979847110069
1.964875855699784E8;0.5047754436624965
1.965875855699784E8;0.5054530089033807
1.966875855699784E8;0.506130679683677
1.967875855699784E8;0.5068084552543913
1.968875855699784E8;0.5074863348675189
1.969875855699784E8;0.5081643177760446
1.970875855699784E8;0.5088424032339435
1.971875855699784E8;0.5095205904961807
1.972875855699784E8;0.5101988788187124
1.973875855699784E8;0.5108772674584858
1.974875855699784E8;0.5115557556734394
1.975875855699784E8;0.5122343427225038
1.976875855699784E8;0.5129130278656017
1.977875855699784E8;0.5135918103636481
1.978875855699784E8;0.5142706894785513
1.979875855699784E8;0.5149496644732126
1.980875855699784E8;0.5156287346115265
1.981875855699784E8;0.5163078991583815
1.982875855699784E8;0.51698715737966
1.983875855699784E8;0.5176665085422391
1.984875855699784E8;0.5183459519139906
1.985875855699784E8;0.5190254867637809
1.986875855699784E8;0.5197051123614718
1.987875855699784E8;0.5203848279779207
1.988875855699784E8;0.5210646328849807
1.989875855699784E8;0.5217445263555007
1.990875855699784E8;0.5224245076633262
1.991875855699784E8;0.523104576083299
1.992875855699784E8;0.5237847308912575
1.993875855699784E8;0.5244649713640375
1.994875855699784E8;0.5251452967794714
1.995875855699784E8;0.5258257064163896
1.996875855699784E8;0.5265061995546193
1.997875855699784E8;0.5271867754749863
1.998875855699784E8;0.5278674334593139
1.999875855699784E8;0.5285481727904237
2.000875855699784E8;0.5292289927521355
2.001875855699784E8;0.5299098926292678
2.002875855699784E8;0.530590871707638
2.003875855699784E8;0.531271929274062
2.004875855699784E8;0.5319530646163547
2.005875855699784E8;0.5326342770233303
2.006875855699784E8;0.5333155657848024
2.007875855699784E8;0.5339969301915838
2.008875855699784E8;0.5346783695354868
2.009875855699784E8;0.5353598831093236
2.010875855699784E8;0.536041470206906
2.011875855699784E8;0.536723130123046
2.012875855699784E8;0.5374048621535553
2.013875855699784E8;0.5380866655952458
2.014875855699784E8;0.5387685397459295
2.015875855699784E8;0.5394504839044191
2.016875855699784E8;0.5401324973705272
2.017875855699784E8;0.5408145794450668
2.018875855699784E8;0.5414967294298519
2.019875855699784E8;0.5421789466276967
2.020875855699784E8;0.5428612303424158
2.021875855699784E8;0.5435435798788251
2.022875855699784E8;0.5442259945427406
2.023875855699784E8;0.5449084736409794
2.024875855699784E8;0.5455910164813592
2.025875855699784E8;0.5462736223726986
2.026875855699784E8;0.5469562906248171
2.027875855699784E8;0.5476390205485349
2.028875855699784E8;0.548321811455673
2.029875855699784E8;0.5490046626590533
2.030875855699784E8;0.5496875734724989
2.031875855699784E8;0.5503705432108329
2.032875855699784E8;0.5510535711898801
2.033875855699784E8;0.5517366567264657
2.034875855699784E8;0.5524197991384155
2.035875855699784E8;0.5531029977445567
2.036875855699784E8;0.5537862518647164
2.037875855699784E8;0.5544695608197227
2.038875855699784E8;0.5551529239314045
2.039875855699784E8;0.555836340522591
2.040875855699784E8;0.5565198099171123
2.041875855699784E8;0.5572033314397982
2.042875855699784E8;0.5578869044164796
2.043875855699784E8;0.5585705281739873
2.044875855699784E8;0.5592542020401525
2.045875855699784E8;0.5599379253438066
2.046875855699784E8;0.5606216974147805
2.047875855699784E8;0.5613055175839058
2.048875855699784E8;0.5619893851830134
2.049875855699784E8;0.5626732995449342
2.050875855699784E8;0.5633572600034986
2.051875855699784E8;0.5640412658935365
2.052875855699784E8;0.5647253165508771
2.053875855699784E8;0.5654094113123491
2.054875855699784E8;0.5660935495157802
2.055875855699784E8;0.5667777304999969
2.056875855699784E8;0.567461953604825
2.057875855699784E8;0.5681462181710883
2.058875855699784E8;0.5688305235406096
2.059875855699784E8;0.56951486905621
2.060875855699784E8;0.5701992540617087
2.061875855699784E8;0.5708836779019231
2.062875855699784E8;0.5715681399226685
2.063875855699784E8;0.5722526394707579
2.064875855699784E8;0.5729371758940016
2.065875855699784E8;0.5736217485412073
2.066875855699784E8;0.5743063567621799
2.067875855699784E8;0.5749909999077211
2.068875855699784E8;0.5756756773296295
2.069875855699784E8;0.5763603883807004
2.070875855699784E8;0.5770451324147249
2.071875855699784E8;0.5777299087864903
2.072875855699784E8;0.57841471685178
2.073875855699784E8;0.5790995559673734
2.074875855699784E8;0.5797844254910446
2.075875855699784E8;0.5804693247815633
2.076875855699784E8;0.5811542531986937
2.077875855699784E8;0.5818392101031953
2.078875855699784E8;0.5825241948568217
2.079875855699784E8;0.5832092068223208
2.080875855699784E8;0.5838942453634343
2.081875855699784E8;0.5845793098448976
2.082875855699784E8;0.5852643996324397
2.083875855699784E8;0.5859495140927827
2.084875855699784E8;0.5866346525936414
2.085875855699784E8;0.5873198145037231
2.086875855699784E8;0.5880049991927274
2.087875855699784E8;0.5886902060313466
2.088875855699784E8;0.5893754343912637
2.089875855699784E8;0.5900606836451536
2.090875855699784E8;0.5907459531666824
2.091875855699784E8;0.5914312423305068
2.092875855699784E8;0.592116550512274
2.093875855699784E8;0.5928018770886214
2.094875855699784E8;0.5934872214371765
2.095875855699784E8;0.594172582936556
2.096875855699784E8;0.5948579609663656
2.097875855699784E8;0.5955433549072008
2.098875855699784E8;0.5962287641406449
2.099875855699784E8;0.5969141880492692
2.100875855699784E8;0.5975996260166334
2.101875855699784E8;0.5982850774272847
2.102875855699784E8;0.5989705416667569
2.103875855699784E8;0.5996560181215711
2.104875855699784E8;0.6003415061792347
2.105875855699784E8;0.6010270052282409
2.106875855699784E8;0.6017125146580692
2.107875855699784E8;0.6023980338591838
2.108875855699784E8;0.6030835622230344
2.109875855699784E8;0.6037690991420547
2.110875855699784E8;0.6044546440096629
2.111875855699784E8;0.605140196220261
2.112875855699784E8;0.6058257551692346
2.113875855699784E8;0.6065113202529521
2.114875855699784E8;0.6071968908687642
2.115875855699784E8;0.6078824664150042
2.116875855699784E8;0.6085680462909873
2.117875855699784E8;0.6092536298970096
2.118875855699784E8;0.6099392166343489
2.119875855699784E8;0.6106248059052627
2.120875855699784E8;0.6113103971129892
2.121875855699784E8;0.6119959896617463
2.122875855699784E8;0.6126815829567311
2.123875855699784E8;0.6133671764041193
2.124875855699784E8;0.614052769411065
2.125875855699784E8;0.6147383613857008
2.126875855699784E8;0.6154239517371364
2.127875855699784E8;0.6161095398754585
2.128875855699784E8;0.6167951252117306
2.129875855699784E8;0.6174807071579926
2.130875855699784E8;0.6181662851272596
2.131875855699784E8;0.6188518585335222
2.132875855699784E8;0.6195374267917458
2.133875855699784E8;0.6202229893178702
2.134875855699784E8;0.6209085455288088
2.135875855699784E8;0.6215940948424485
2.136875855699784E8;0.6222796366776492
2.137875855699784E8;0.6229651704542428
2.138875855699784E8;0.6236506955930337
2.139875855699784E8;0.6243362115157972
2.140875855699784E8;0.6250217176452798
2.141875855699784E8;0.6257072134051983
2.142875855699784E8;0.6263926982202397
2.143875855699784E8;0.6270781715160602
2.144875855699784E8;0.6277636327192848
2.145875855699784E8;0.6284490812575075
2.146875855699784E8;0.6291345165592898
2.147875855699784E8;0.6298199380541603
2.148875855699784E8;0.6305053451726148
2.149875855699784E8;0.6311907373461156
2.150875855699784E8;0.6318761140070908
2.151875855699784E8;0.6325614745889333
2.152875855699784E8;0.6332468185260014
2.153875855699784E8;0.6339321452536174
2.154875855699784E8;0.6346174542080671
2.155875855699784E8;0.6353027448265997
2.156875855699784E8;0.635988016547427
2.157875855699784E8;0.6366732688097226
2.158875855699784E8;0.6373585010536219
2.159875855699784E8;0.6380437127202213
2.160875855699784E8;0.6387289032515774
2.161875855699784E8;0.6394140720907067
2.162875855699784E8;0.6400992186815849
2.163875855699784E8;0.6407843424691465
2.164875855699784E8;0.6414694428992843
2.165875855699784E8;0.6421545194188487
2.166875855699784E8;0.642839571475647
2.167875855699784E8;0.6435245985184427
2.168875855699784E8;0.6442095999969552
2.169875855699784E8;0.6448945753618595
2.170875855699784E8;0.6455795240647852
2.171875855699784E8;0.6462644455583163
2.172875855699784E8;0.6469493392959892
2.173875855699784E8;0.6476342047322942
2.174875855699784E8;0.6483190413226736
2.175875855699784E8;0.6490038485235217
2.176875855699784E8;0.6496886257921837
2.177875855699784E8;0.6503733725869552
2.178875855699784E8;0.6510580883670817
2.179875855699784E8;0.6517427725927584
2.180875855699784E8;0.6524274247251287
2.181875855699784E8;0.6531120442262844
2.182875855699784E8;0.6537966305592647
2.183875855699784E8;0.6544811831880555
2.184875855699784E8;0.6551657015775889
2.185875855699784E8;0.6558501851937427
2.186875855699784E8;0.6565346335033398
2.187875855699784E8;0.6572190459741473
2.188875855699784E8;0.6579034220748756
2.189875855699784E8;0.6585877612751787
2.190875855699784E8;0.659272063045653
2.191875855699784E8;0.6599563268578363
2.192875855699784E8;0.6606405521842078
2.193875855699784E8;0.661324738498187
2.194875855699784E8;0.6620088852741337
2.195875855699784E8;0.6626929919873467
2.196875855699784E8;0.6633770581140627
2.197875855699784E8;0.6640610831314572
2.198875855699784E8;0.6647450665176425
2.199875855699784E8;0.6654290077516676
2.200875855699784E8;0.666112906313517
2.201875855699784E8;0.6667967616841112
2.202875855699784E8;0.6674805733453046
2.203875855699784E8;0.6681643407798857
2.204875855699784E8;0.6688480634715763
2.205875855699784E8;0.6695317409050309
2.206875855699784E8;0.6702153725658355
2.207875855699784E8;0.6708989579405079
2.208875855699784E8;0.6715824965164957
2.209875855699784E8;0.6722659877821767
2.210875855699784E8;0.672949431226858
2.211875855699784E8;0.6736328263407751
2.212875855699784E8;0.6743161726150911
2.213875855699784E8;0.6749994695418963
2.214875855699784E8;0.6756827166142074
2.215875855699784E8;0.6763659133259665
2.216875855699784E8;0.6770490591720414
2.217875855699784E8;0.6777321536482237
2.218875855699784E8;0.6784151962512287
2.219875855699784E8;0.6790981864786944
2.220875855699784E8;0.6797811238291811
2.221875855699784E8;0.6804640078021709
2.222875855699784E8;0.6811468378980663
2.223875855699784E8;0.6818296136181902
2.224875855699784E8;0.6825123344647842
2.225875855699784E8;0.683194999941009
2.226875855699784E8;0.6838776095509432
2.227875855699784E8;0.6845601627995826
2.228875855699784E8;0.6852426591928393
2.229875855699784E8;0.6859250982375412
2.230875855699784E8;0.686607479441431
2.231875855699784E8;0.6872898023131662
2.232875855699784E8;0.6879720663623173
2.233875855699784E8;0.688654271099368
2.234875855699784E8;0.689336416035714
2.235875855699784E8;0.6900185006836622
2.236875855699784E8;0.6907005245564302
2.237875855699784E8;0.6913824871681454
2.238875855699784E8;0.6920643880338444
2.239875855699784E8;0.692746226669472
2.240875855699784E8;0.6934280025918813
2.241875855699784E8;0.6941097153188314
2.242875855699784E8;0.694791364368988
2.243875855699784E8;0.6954729492619222
2.244875855699784E8;0.6961544695181096
2.245875855699784E8;0.6968359246589297
2.246875855699784E8;0.6975173142066654
2.247875855699784E8;0.6981986376845015
2.248875855699784E8;0.6988798946165247
2.249875855699784E8;0.6995610845277225
2.250875855699784E8;0.7002422069439825
2.251875855699784E8;0.7009232613920917
2.252875855699784E8;0.7016042473997354
2.253875855699784E8;0.7022851644954969
2.254875855699784E8;0.7029660122088566
2.255875855699784E8;0.7036467900701909
2.256875855699784E8;0.7043274976107716
2.257875855699784E8;0.7050081343627655
2.258875855699784E8;0.7056886998592332
2.259875855699784E8;0.7063691936341285
2.260875855699784E8;0.7070496152222974
2.261875855699784E8;0.7077299641594776
2.262875855699784E8;0.7084102399822977
2.263875855699784E8;0.7090904422282757
2.264875855699784E8;0.7097705704358199
2.265875855699784E8;0.7104506241442266
2.266875855699784E8;0.7111306028936791
2.267875855699784E8;0.7118105062252484
2.268875855699784E8;0.7124903336808912
2.269875855699784E8;0.7131700848034496
2.270875855699784E8;0.71384975913665
2.271875855699784E8;0.7145293562251028
2.272875855699784E8;0.715208875614301
2.273875855699784E8;0.7158883168506199
2.274875855699784E8;0.7165676794813159
2.275875855699784E8;0.7172469630545262
2.276875855699784E8;0.7179261671192673
2.277875855699784E8;0.7186052912254348
2.278875855699784E8;0.7192843349238025
2.279875855699784E8;0.7199632977660212
2.280875855699784E8;0.7206421793046183
2.281875855699784E8;0.7213209790929968
2.282875855699784E8;0.7219996966854345
2.283875855699784E8;0.7226783316370837
2.284875855699784E8;0.7233568835039694
2.285875855699784E8;0.7240353518429891
2.286875855699784E8;0.7247137362119117
2.287875855699784E8;0.7253920361693773
2.288875855699784E8;0.7260702512748957
2.289875855699784E8;0.726748381088846
2.290875855699784E8;0.7274264251724754
2.291875855699784E8;0.7281043830878986
2.292875855699784E8;0.728782254398097
2.293875855699784E8;0.729460038666918
2.294875855699784E8;0.7301377354590737
2.295875855699784E8;0.7308153443401406
2.296875855699784E8;0.7314928648765586
2.297875855699784E8;0.7321702966356299
2.298875855699784E8;0.7328476391855187
2.299875855699784E8;0.7335248920952497
2.300875855699784E8;0.7342020549347079
2.301875855699784E8;0.7348791272746372
2.302875855699784E8;0.7355561086866402
2.303875855699784E8;0.7362329987431769
2.304875855699784E8;0.736909797017564
2.305875855699784E8;0.737586503083974
2.306875855699784E8;0.7382631165174343
2.307875855699784E8;0.7389396368938266
2.308875855699784E8;0.7396160637898856
2.309875855699784E8;0.7402923967831992
2.310875855699784E8;0.7409686354522065
2.311875855699784E8;0.7416447793761969
2.312875855699784E8;0.7423208281353106
2.313875855699784E8;0.7429967813105366
2.314875855699784E8;0.7436726384837118
2.315875855699784E8;0.7443483992375208
2.316875855699784E8;0.7450240631554947
2.317875855699784E8;0.7456996298220104
2.318875855699784E8;0.7463750988222896
2.319875855699784E8;0.7470504697423976
2.320875855699784E8;0.7477257421692435
2.321875855699784E8;0.7484009156905782
2.322875855699784E8;0.7490759898949942
2.323875855699784E8;0.7497509643719246
2.324875855699784E8;0.7504258387116421
2.325875855699784E8;0.7511006125052583
2.326875855699784E8;0.7517752853447226
2.327875855699784E8;0.7524498568228218
2.328875855699784E8;0.753124326533179
2.329875855699784E8;0.7537986940702527
2.330875855699784E8;0.7544729590293355
2.331875855699784E8;0.7551471210065541
2.332875855699784E8;0.755821179598868
2.333875855699784E8;0.7564951344040686
2.334875855699784E8;0.7571689850207782
2.335875855699784E8;0.7578427310484495
2.336875855699784E8;0.7585163720873648
2.337875855699784E8;0.7591899077386344
2.338875855699784E8;0.7598633376041963
2.339875855699784E8;0.7605366612868156
2.340875855699784E8;0.7612098783900829
2.341875855699784E8;0.7618829885184135
2.342875855699784E8;0.7625559912770478
2.343875855699784E8;0.7632288862720484
2.344875855699784E8;0.7639016731103011
2.345875855699784E8;0.7645743513995126
2.346875855699784E8;0.7652469207482105
2.347875855699784E8;0.7659193807657424
2.348875855699784E8;0.7665917310622741
2.349875855699784E8;0.7672639712487898
2.350875855699784E8;0.7679361009370909
2.351875855699784E8;0.7686081197397948
2.352875855699784E8;0.7692800272703344
2.353875855699784E8;0.7699518231429571
2.354875855699784E8;0.7706235069727239
2.355875855699784E8;0.7712950783755081
2.356875855699784E8;0.7719665369679954
2.357875855699784E8;0.7726378823676823
2.358875855699784E8;0.7733091141928748
2.359875855699784E8;0.773980232062689
2.360875855699784E8;0.7746512355970487
2.361875855699784E8;0.7753221244166852
2.362875855699784E8;0.7759928981431363
2.363875855699784E8;0.7766635563987456
2.364875855699784E8;0.7773340988066613
2.365875855699784E8;0.7780045249908353
2.366875855699784E8;0.7786748345760228
2.367875855699784E8;0.779345027187781
2.368875855699784E8;0.780015102452468
2.369875855699784E8;0.7806850599972424
2.370875855699784E8;0.7813548994500624
2.371875855699784E8;0.7820246204396845
2.372875855699784E8;0.7826942225956626
2.373875855699784E8;0.7833637055483478
2.374875855699784E8;0.7840330689288869
2.375875855699784E8;0.7847023123692213
2.376875855699784E8;0.785371435502087
2.377875855699784E8;0.7860404379610128
2.378875855699784E8;0.7867093193803196
2.379875855699784E8;0.7873780793951203
2.380875855699784E8;0.7880467176413176
2.381875855699784E8;0.7887152337556042
2.382875855699784E8;0.7893836273754611
2.383875855699784E8;0.7900518981391575
2.384875855699784E8;0.7907200456857495
2.385875855699784E8;0.7913880696550788
2.386875855699784E8;0.7920559696877721
2.387875855699784E8;0.792723745425241
2.388875855699784E8;0.7933913965096798
2.389875855699784E8;0.7940589225840653
2.390875855699784E8;0.7947263232921559
2.391875855699784E8;0.7953935982784905
2.392875855699784E8;0.7960607471883878
2.393875855699784E8;0.796727769667945
2.394875855699784E8;0.7973946653640375
2.395875855699784E8;0.7980614339243175
2.396875855699784E8;0.7987280749972137
2.397875855699784E8;0.7993945882319292
2.398875855699784E8;0.8000609732784422
2.399875855699784E8;0.8007272297875037
2.400875855699784E8;0.8013933574106373
2.401875855699784E8;0.8020593558001385
2.402875855699784E8;0.8027252246090731
2.403875855699784E8;0.8033909634912766
2.404875855699784E8;0.8040565721013537
2.405875855699784E8;0.8047220500946768
2.406875855699784E8;0.8053873971273853
2.407875855699784E8;0.8060526128563851
2.408875855699784E8;0.806717696939347
2.409875855699784E8;0.8073826490347061
2.410875855699784E8;0.8080474688016615
2.411875855699784E8;0.8087121559001738
2.412875855699784E8;0.8093767099909658
2.413875855699784E8;0.8100411307355212
2.414875855699784E8;0.8107054177960831
2.415875855699784E8;0.8113695708356536
2.416875855699784E8;0.8120335895179932
2.417875855699784E8;0.8126974735076187
2.418875855699784E8;0.8133612224698035
2.419875855699784E8;0.8140248360705762
2.420875855699784E8;0.8146883139767198
2.421875855699784E8;0.8153516558557709
2.422875855699784E8;0.816014861376018
2.423875855699784E8;0.8166779302065018
2.424875855699784E8;0.8173408620170137
2.425875855699784E8;0.8180036564780946
2.426875855699784E8;0.8186663132610345
2.427875855699784E8;0.8193288320378712
2.428875855699784E8;0.8199912124813898
2.429875855699784E8;0.8206534542651215
2.430875855699784E8;0.8213155570633421
2.431875855699784E8;0.8219775205510731
2.432875855699784E8;0.8226393444040786
2.433875855699784E8;0.8233010282988648
2.434875855699784E8;0.8239625719126802
2.435875855699784E8;0.8246239749235138
2.436875855699784E8;0.8252852370100945
2.437875855699784E8;0.8259463578518897
2.438875855699784E8;0.8266073371291053
2.439875855699784E8;0.8272681745226838
2.440875855699784E8;0.8279288697143039
2.441875855699784E8;0.8285894223863797
2.442875855699784E8;0.8292498322220596
2.443875855699784E8;0.8299100989052254
2.444875855699784E8;0.8305702221204914
2.445875855699784E8;0.8312302015532033
2.446875855699784E8;0.8318900368894375
2.447875855699784E8;0.8325497278160003
2.448875855699784E8;0.8332092740204271
2.449875855699784E8;0.833868675190981
2.450875855699784E8;0.8345279310166517
2.451875855699784E8;0.8351870411871556
2.452875855699784E8;0.8358460053929339
2.453875855699784E8;0.8365048233251525
2.454875855699784E8;0.8371634946757005
2.455875855699784E8;0.8378220191371893
2.456875855699784E8;0.8384803964029521
2.457875855699784E8;0.8391386261670427
2.458875855699784E8;0.8397967081242345
2.459875855699784E8;0.8404546419700194
2.460875855699784E8;0.841112427400608
2.461875855699784E8;0.8417700641129274
2.462875855699784E8;0.8424275518046209
2.463875855699784E8;0.8430848901740468
2.464875855699784E8;0.8437420789202777
2.465875855699784E8;0.8443991177431002
2.466875855699784E8;0.8450560063430123
2.467875855699784E8;0.8457127444212241
2.468875855699784E8;0.8463693316796562
2.469875855699784E8;0.8470257678209389
2.470875855699784E8;0.8476820525484113
2.471875855699784E8;0.8483381855661205
2.472875855699784E8;0.8489941665788207
2.473875855699784E8;0.8496499952919715
2.474875855699784E8;0.8503056714117382
2.475875855699784E8;0.8509611946449902
2.476875855699784E8;0.8516165646993002
2.477875855699784E8;0.8522717812829436
2.478875855699784E8;0.8529268441048967
2.479875855699784E8;0.8535817528748368
2.480875855699784E8;0.8542365073031412
2.481875855699784E8;0.8548911071008852
2.482875855699784E8;0.8555455519798426
2.483875855699784E8;0.8561998416524836
2.484875855699784E8;0.8568539758319751
2.485875855699784E8;0.8575079542321787
2.486875855699784E8;0.8581617765676502
2.487875855699784E8;0.858815442553639
2.488875855699784E8;0.8594689519060865
2.489875855699784E8;0.8601223043416263
2.490875855699784E8;0.8607754995775817
2.491875855699784E8;0.8614285373319661
2.492875855699784E8;0.8620814173234819
2.493875855699784E8;0.8627341392715188
2.494875855699784E8;0.8633867028961542
2.495875855699784E8;0.8640391079181509
2.496875855699784E8;0.8646913540589573
2.497875855699784E8;0.8653434410407054
2.498875855699784E8;0.8659953685862112
2.499875855699784E8;0.8666471364189727
2.500875855699784E8;0.8672987442631698
2.501875855699784E8;0.8679501918436624
2.502875855699784E8;0.8686014788859908
2.503875855699784E8;0.8692526051163737
2.504875855699784E8;0.8699035702617075
2.505875855699784E8;0.870554374049566
2.506875855699784E8;0.8712050162081987
2.507875855699784E8;0.8718554964665306
2.508875855699784E8;0.8725058145541605
2.509875855699784E8;0.8731559702013613
2.510875855699784E8;0.8738059631390777
2.511875855699784E8;0.8744557930989261
2.512875855699784E8;0.8751054598131935
2.513875855699784E8;0.8757549630148369
2.514875855699784E8;0.8764043024374819
2.515875855699784E8;0.8770534778154221
2.516875855699784E8;0.8777024888836181
2.517875855699784E8;0.8783513353776967
2.518875855699784E8;0.8790000170339499
2.519875855699784E8;0.879648533589334
2.520875855699784E8;0.8802968847814686
2.521875855699784E8;0.880945070348636
2.522875855699784E8;0.8815930900297799
2.523875855699784E8;0.8822409435645051
2.524875855699784E8;0.8828886306930758
2.525875855699784E8;0.8835361511564153
2.526875855699784E8;0.8841835046961048
2.527875855699784E8;0.8848306910543831
2.528875855699784E8;0.8854777099741443
2.529875855699784E8;0.8861245611989388
2.530875855699784E8;0.8867712444729704
2.531875855699784E8;0.8874177595410974
2.532875855699784E8;0.8880641061488301
2.533875855699784E8;0.8887102840423309
2.534875855699784E8;0.8893562929684125
2.535875855699784E8;0.8900021326745379
2.536875855699784E8;0.8906478029088191
2.537875855699784E8;0.8912933034200161
2.538875855699784E8;0.8919386339575365
2.539875855699784E8;0.8925837942714336
2.540875855699784E8;0.8932287841124069
2.541875855699784E8;0.8938736032317999
2.542875855699784E8;0.8945182513815998
2.543875855699784E8;0.8951627283144367
2.544875855699784E8;0.8958070337835824
2.545875855699784E8;0.89645116754295
2.546875855699784E8;0.8970951293470923
2.547875855699784E8;0.8977389189512017
2.548875855699784E8;0.8983825361111085
2.549875855699784E8;0.8990259805832803
2.550875855699784E8;0.8996692521248217
2.551875855699784E8;0.9003123504934726
2.552875855699784E8;0.9009552754476076
2.553875855699784E8;0.9015980267462352
2.554875855699784E8;0.9022406041489972
2.555875855699784E8;0.9028830074161669
2.556875855699784E8;0.9035252363086488
2.557875855699784E8;0.904167290587978
2.558875855699784E8;0.9048091700163187
2.559875855699784E8;0.9054508743564639
2.560875855699784E8;0.9060924033718337
2.561875855699784E8;0.9067337568264756
2.562875855699784E8;0.9073749344850627
2.563875855699784E8;0.9080159361128926
2.564875855699784E8;0.9086567614758871
2.565875855699784E8;0.909297410340592
2.566875855699784E8;0.9099378824741744
2.567875855699784E8;0.9105781776444231
2.568875855699784E8;0.9112182956197475
2.569875855699784E8;0.9118582361691769
2.570875855699784E8;0.9124979990623587
2.571875855699784E8;0.9131375840695587
2.572875855699784E8;0.9137769909616595
2.573875855699784E8;0.9144162195101599
2.574875855699784E8;0.915055269487174
2.575875855699784E8;0.9156941406654299
2.576875855699784E8;0.9163328328182695
2.577875855699784E8;0.916971345719647
2.578875855699784E8;0.9176096791441285
2.579875855699784E8;0.9182478328668909
2.580875855699784E8;0.9188858066637212
2.581875855699784E8;0.9195236003110151
2.582875855699784E8;0.9201612135857767
2.583875855699784E8;0.9207986462656172
2.584875855699784E8;0.9214358981287545
2.585875855699784E8;0.9220729689540123
2.586875855699784E8;0.9227098585208182
2.587875855699784E8;0.9233465666092043
2.588875855699784E8;0.9239830929998052
2.589875855699784E8;0.9246194374738578
2.590875855699784E8;0.9252555998132004
2.591875855699784E8;0.925891579800271
2.592875855699784E8;0.9265273772181075
2.593875855699784E8;0.9271629918503462
2.594875855699784E8;0.9277984234812212
2.595875855699784E8;0.9284336718955633
2.596875855699784E8;0.929068736878799
2.597875855699784E8;0.9297036182169502
2.598875855699784E8;0.9303383156966334
2.599875855699784E8;0.9309728291050577
2.600875855699784E8;0.931607158230025
2.601875855699784E8;0.9322413028599288
2.602875855699784E8;0.9328752627837533
2.603875855699784E8;0.9335090377910727
2.604875855699784E8;0.93414262767205
2.605875855699784E8;0.9347760322174362
2.606875855699784E8;0.9354092512185698
2.607875855699784E8;0.936042284467376
2.608875855699784E8;0.9366751317563651
2.609875855699784E8;0.937307792878632
2.610875855699784E8;0.9379402676278555
2.611875855699784E8;0.9385725557982977
2.612875855699784E8;0.9392046571848025
2.613875855699784E8;0.9398365715827952
2.614875855699784E8;0.940468298788281
2.615875855699784E8;0.9410998385978451
2.616875855699784E8;0.9417311908086511
2.617875855699784E8;0.9423623552184404
2.618875855699784E8;0.9429933316255315
2.619875855699784E8;0.9436241198288186
2.620875855699784E8;0.9442547196277714
2.621875855699784E8;0.944885130822434
